cai_score,gene,host,subtype
0.6218006764672307,PB2,duck,H5N1
0.6332747888842453,NA,duck,H5N1
0.6643578542111634,NP,duck,H5N1
0.628288782290144,HA,duck,H5N1
0.6394519426588984,PA,duck,H5N1
0.6527563179226455,PB1,duck,H5N1
0.6205947411658422,PB2,duck,H5N1
0.6346605826623071,NA,duck,H5N1
0.6599115625707445,NP,duck,H5N1
0.6259116941220787,HA,duck,H5N1
0.6442083361578937,PA,duck,H5N1
0.6532258560911353,PB1,duck,H5N1
0.6229465785961552,PB2,duck,H5N1
0.6346605826623071,NA,duck,H5N1
0.6599115625707445,NP,duck,H5N1
0.6259116941220787,HA,duck,H5N1
0.6441345414919647,PA,duck,H5N1
0.6532258560911353,PB1,duck,H5N1
0.6218006764672307,PB2,duck,H5N1
0.6185170566078755,NA,duck,H5N1
0.6765162152055119,NP,duck,H5N1
0.6241849507927356,HA,duck,H5N1
0.6556272744781447,PA,duck,H5N1
0.6514011105682654,PB1,duck,H5N1
0.6241112838007198,PB2,duck,H5N1
0.6315154172251307,NA,duck,H5N1
0.6770054177404508,NP,duck,H5N1
0.614892437887794,HA,duck,H5N1
0.6421656357353372,PA,duck,H5N1
0.6255154256091037,PB1,duck,H5N1
0.6216040669516589,PB2,duck,H5N1
0.6354973858447795,NA,duck,H5N1
0.6753796704837792,NP,duck,H5N1
0.6234394583093572,HA,duck,H5N1
0.6449352848871526,PA,duck,H5N1
0.6257338545009059,PB1,duck,H5N1
0.6192587884382911,PB2,duck,H5N1
0.6359131269898571,NA,duck,H5N1
0.6796074599194957,NP,duck,H5N1
0.6169962659196196,HA,duck,H5N1
0.6436967702663856,PA,duck,H5N1
0.6245274228235627,PB1,duck,H5N1
0.6291384225283047,PB2,duck,H5N1
0.6364454720117722,NA,duck,H5N1
0.6767714095210488,NP,duck,H5N1
0.6174264291856741,HA,duck,H5N1
0.6431707423389891,PA,duck,H5N1
0.627453392334095,PB1,duck,H5N1
0.628210552839709,PB2,duck,H5N1
0.6364454720117722,NA,duck,H5N1
0.6767714095210488,NP,duck,H5N1
0.6174264291856741,HA,duck,H5N1
0.6444350081626737,PA,duck,H5N1
0.627453392334095,PB1,duck,H5N1
0.628210552839709,PB2,duck,H5N1
0.6364454720117722,NA,duck,H5N1
0.6767714095210488,NP,duck,H5N1
0.6177925575327062,HA,duck,H5N1
0.6425722633776121,PA,duck,H5N1
0.6265392060335776,PB1,duck,H5N1
0.628210552839709,PB2,duck,H5N1
0.6364454720117722,NA,duck,H5N1
0.6767714095210488,NP,duck,H5N1
0.6174264291856741,HA,duck,H5N1
0.6444350081626737,PA,duck,H5N1
0.627453392334095,PB1,duck,H5N1
0.6276409974093516,PB2,duck,H5N1
0.6364454720117722,NA,duck,H5N1
0.6767714095210488,NP,duck,H5N1
0.6177925575327062,HA,duck,H5N1
0.6425722633776121,PA,duck,H5N1
0.6260085681944749,PB1,duck,H5N1
0.628210552839709,PB2,duck,H5N1
0.6364454720117722,NA,duck,H5N1
0.6767714095210488,NP,duck,H5N1
0.6174264291856741,HA,duck,H5N1
0.6444350081626737,PA,duck,H5N1
0.627453392334095,PB1,duck,H5N1
0.628210552839709,PB2,duck,H5N1
0.6364454720117722,NA,duck,H5N1
0.6767714095210488,NP,duck,H5N1
0.6174264291856741,HA,duck,H5N1
0.6444350081626737,PA,duck,H5N1
0.627453392334095,PB1,duck,H5N1
0.628210552839709,PB2,duck,H5N1
0.6346605826623071,NA,duck,H5N1
0.659018706201581,NP,duck,H5N1
0.6268736442542995,HA,duck,H5N1
0.6442083361578937,PA,duck,H5N1
0.6532258560911353,PB1,duck,H5N1
0.6231762793894167,PB2,duck,H5N1
0.6346605826623071,NA,duck,H5N1
0.6587781222348668,NP,duck,H5N1
0.6264977906850592,HA,duck,H5N1
0.6442083361578937,PA,duck,H5N1
0.653778761480172,PB1,duck,H5N1
0.6231762793894167,PB2,duck,H5N1
0.6346605826623071,NA,duck,H5N1
0.6599115625707445,NP,duck,H5N1
0.6259621002519978,HA,duck,H5N1
0.6436088917016175,PA,duck,H5N1
0.6532258560911353,PB1,duck,H5N1
0.6218006764672307,PB2,duck,H5N1
0.6323142720112279,NA,duck,H5N1
0.6895761219973702,NP,duck,H5N1
0.6192459466623383,HA,duck,H5N1
0.6455230197473832,PA,duck,H5N1
0.647505004549753,PB1,duck,H5N1
0.6328616094047461,PB2,duck,H5N1
0.6314372321414703,NA,duck,H5N1
0.6805805107201995,NP,duck,H5N1
0.6241651361139491,HA,duck,H5N1
0.6426991970273667,PA,duck,H5N1
0.6425825199189601,PB1,duck,H5N1
0.6199030437948817,PB2,duck,H5N1
0.633414816811895,NA,duck,H5N1
0.6895761219973702,NP,duck,H5N1
0.6199933351780496,HA,duck,H5N1
0.6447726707964223,PA,duck,H5N1
0.6467691261650379,PB1,duck,H5N1
0.6316261832899289,PB2,duck,H5N1
0.6301287851963207,NA,duck,H5N1
0.6886885511206584,NP,duck,H5N1
0.6222018656977523,HA,duck,H5N1
0.6452757608572443,PA,duck,H5N1
0.646411964383464,PB1,duck,H5N1
0.6334584146562281,PB2,duck,H5N1
0.6311535971461989,NA,duck,H5N1
0.6895761219973702,NP,duck,H5N1
0.6223626201720868,HA,duck,H5N1
0.64520184391682,PA,duck,H5N1
0.6474020220351542,PB1,duck,H5N1
0.6325814060839493,PB2,duck,H5N1
0.6314386869410388,NA,duck,H5N1
0.681788151147603,NP,duck,H5N1
0.6222559726057817,HA,duck,H5N1
0.6437728270242323,PA,duck,H5N1
0.6421385559051047,PB1,duck,H5N1
0.6216809109348301,PB2,duck,H5N1
0.6311535971461989,NA,duck,H5N1
0.682354041511645,NP,duck,H5N1
0.6218660258623748,HA,duck,H5N1
0.6422884352118923,PA,duck,H5N1
0.6419059125905807,PB1,duck,H5N1
0.6198142629609757,PB2,duck,H5N1
0.6303929144131221,NA,duck,H5N1
0.6834547317880032,NP,duck,H5N1
0.6222559726057817,HA,duck,H5N1
0.6431737878150185,PA,duck,H5N1
0.6425756796095135,PB1,duck,H5N1
0.6175374564599122,PB2,duck,H5N1
0.6325102626383724,NA,duck,H5N1
0.6910473556831014,NP,duck,H5N1
0.6220883815664852,HA,duck,H5N1
0.6467347689998116,PA,duck,H5N1
0.6479084971900737,PB1,duck,H5N1
0.6323947723031191,PB2,duck,H5N1
0.6318681656371351,NA,duck,H5N1
0.6817651579887098,NP,duck,H5N1
0.6224774659368171,HA,duck,H5N1
0.6458894606914566,PA,duck,H5N1
0.6307545811207198,PB1,duck,H5N1
0.6303549307675179,PB2,duck,H5N1
0.6294403454145108,NA,duck,H5N1
0.6573780407874718,NP,duck,H5N1
0.6210916707702948,HA,duck,H5N1
0.6452563148545685,PA,duck,H5N1
0.6460091244913359,PB1,duck,H5N1
0.6232425310228514,PB2,duck,H5N1
0.6300186267499909,NA,duck,H5N1
0.6895761219973702,NP,duck,H5N1
0.6227343381697326,HA,duck,H5N1
0.6445669899033686,PA,duck,H5N1
0.6471883869832977,PB1,duck,H5N1
0.6328616094047461,PB2,duck,H5N1
0.6311535971461989,NA,duck,H5N1
0.6895761219973702,NP,duck,H5N1
0.6218572345122328,HA,duck,H5N1
0.6460016449679283,PA,duck,H5N1
0.6468855325595094,PB1,duck,H5N1
0.6334031138050304,PB2,duck,H5N1
0.6282494900339047,NA,duck,H5N1
0.6580992868100642,NP,duck,H5N1
0.6211149825893894,HA,duck,H5N1
0.6469073501663943,PA,duck,H5N1
0.6481024995448131,PB1,duck,H5N1
0.6233913237336618,PB2,duck,H5N1
0.6262077939060371,NA,duck,H5N1
0.6805187633004958,NP,duck,H5N1
0.6183351142628202,HA,duck,H5N1
0.6499975868640666,PA,duck,H5N1
0.6309663401800809,PB1,duck,H5N1
0.6286956430178356,PB2,duck,H5N1
0.6306765788131304,NA,duck,H5N1
0.6787429548021898,NP,duck,H5N1
0.6232037734159144,HA,duck,H5N1
0.6461510822827772,PA,duck,H5N1
0.6313922677544953,PB1,duck,H5N1
0.6305685450826731,PB2,duck,H5N1
0.6294314353081649,NA,duck,H5N1
0.6834073946569051,NP,duck,H5N1
0.6229208636373678,HA,duck,H5N1
0.6447903341748514,PA,duck,H5N1
0.6450867725235007,PB1,duck,H5N1
0.628817761458825,PB2,duck,H5N1
0.6282494900339047,NA,duck,H5N1
0.6594456327737942,NP,duck,H5N1
0.6205838947564374,HA,duck,H5N1
0.6465692588289574,PA,duck,H5N1
0.6483136614157743,PB1,duck,H5N1
0.6223237083472598,PB2,duck,H5N1
0.6329932588150567,NA,duck,H5N1
0.6791590974592138,NP,duck,H5N1
0.6231663312058735,HA,duck,H5N1
0.6401993966375497,PA,duck,H5N1
0.6421193494718311,PB1,duck,H5N1
0.6210530553237127,PB2,duck,H5N1
0.6321995471777229,NA,duck,H5N1
0.6802005302437851,NP,duck,H5N1
0.6240105520864917,HA,duck,H5N1
0.6403404719642267,PA,duck,H5N1
0.6422144457261262,PB1,duck,H5N1
0.6210218213352291,PB2,duck,H5N1
0.6350110630578758,NA,duck,H5N1
0.6820361664728729,NP,duck,H5N1
0.6207338366937681,HA,duck,H5N1
0.6418388566888915,PA,duck,H5N1
0.6351326778525719,PB1,duck,H5N1
0.6329439784079882,PB2,duck,H5N1
0.6320852641514203,NA,duck,H5N1
0.6814081580253585,NP,duck,H5N1
0.6212765953841142,HA,duck,H5N1
0.6420975456924505,PA,duck,H5N1
0.6352272579444022,PB1,duck,H5N1
0.6324593395091601,PB2,duck,H5N1
0.6345536732836491,NA,duck,H5N1
0.6818682313166422,NP,duck,H5N1
0.6206374153311071,HA,duck,H5N1
0.6423435867436408,PA,duck,H5N1
0.6356432356262188,PB1,duck,H5N1
0.6335408613356208,PB2,duck,H5N1
0.6299460112994931,NA,duck,H5N1
0.6895761219973702,NP,duck,H5N1
0.6220883815664852,HA,duck,H5N1
0.6448015666158112,PA,duck,H5N1
0.6477462322862544,PB1,duck,H5N1
0.6333448674126501,PB2,duck,H5N1
0.6319602011222039,NA,duck,H5N1
0.681788151147603,NP,duck,H5N1
0.6227145467971167,HA,duck,H5N1
0.6432068421758212,PA,duck,H5N1
0.6425567070605446,PB1,duck,H5N1
0.6230033691053304,PB2,duck,H5N1
0.6311535971461989,NA,duck,H5N1
0.6553782496302263,NP,duck,H5N1
0.6220877886960409,HA,duck,H5N1
0.6451313646831647,PA,duck,H5N1
0.6480519995931832,PB1,duck,H5N1
0.6236982551916885,PB2,duck,H5N1
0.6305673548676557,NA,duck,H5N1
0.6895761219973702,NP,duck,H5N1
0.6226708980232476,HA,duck,H5N1
0.6466152842098692,PA,duck,H5N1
0.6470638848931227,PB1,duck,H5N1
0.6329604005623423,PB2,duck,H5N1
0.6288642127786671,NA,duck,H5N1
0.6802665287414591,NP,duck,H5N1
0.6228000622248533,HA,duck,H5N1
0.6440195100152379,PA,duck,H5N1
0.6422405221486811,PB1,duck,H5N1
0.6203712705499721,PB2,duck,H5N1
0.6311535971461989,NA,duck,H5N1
0.681788151147603,NP,duck,H5N1
0.6213815616251606,HA,duck,H5N1
0.6424750426859399,PA,duck,H5N1
0.6421385559051047,PB1,duck,H5N1
0.6207051315003905,PB2,duck,H5N1
0.6311535971461989,NA,duck,H5N1
0.6895761219973702,NP,duck,H5N1
0.6235222100459611,HA,duck,H5N1
0.6448672366987461,PA,duck,H5N1
0.6476535318677407,PB1,duck,H5N1
0.6328616094047461,PB2,duck,H5N1
0.6302963955211387,NA,duck,H5N1
0.6904671093203409,NP,duck,H5N1
0.6246678998584492,HA,duck,H5N1
0.6444266018940625,PA,duck,H5N1
0.6483052301965248,PB1,duck,H5N1
0.6322794593403042,PB2,duck,H5N1
0.6304741453764122,NA,duck,H5N1
0.6799971866544663,NP,duck,H5N1
0.6216949301393389,HA,duck,H5N1
0.6456702194365018,PA,duck,H5N1
0.63808868688222,PB1,duck,H5N1
0.629152954189596,PB2,duck,H5N1
0.6303929144131221,NA,duck,H5N1
0.6910421087558745,NP,duck,H5N1
0.6213940105574031,HA,duck,H5N1
0.6459699539969432,PA,duck,H5N1
0.6476208740358661,PB1,duck,H5N1
0.633172632159106,PB2,duck,H5N1
0.6319716093301393,NA,duck,H5N1
0.6803586531051055,NP,duck,H5N1
0.6209761031323527,HA,duck,H5N1
0.6420218731121599,PA,duck,H5N1
0.6353920289973382,PB1,duck,H5N1
0.6335408613356208,PB2,duck,H5N1
0.6337888926903673,NA,duck,H5N1
0.6803586531051055,NP,duck,H5N1
0.6209761031323527,HA,duck,H5N1
0.6420218731121599,PA,duck,H5N1
0.6353920289973382,PB1,duck,H5N1
0.6335408613356208,PB2,duck,H5N1
0.6319952041697269,NA,duck,H5N1
0.6768131939642134,NP,duck,H5N1
0.6213957438588689,HA,duck,H5N1
0.6447391736515918,PA,duck,H5N1
0.6420415698397259,PB1,duck,H5N1
0.6181580185759552,PB2,duck,H5N1
0.6312444887259158,NA,duck,H5N1
0.6782993876439326,NP,duck,H5N1
0.6212737128733049,HA,duck,H5N1
0.6459618147386312,PA,duck,H5N1
0.6474842338468674,PB1,duck,H5N1
0.6299474532345714,PB2,duck,H5N1
0.6314218273970298,NA,duck,H5N1
0.6901909073297466,NP,duck,H5N1
0.6237126565675211,HA,duck,H5N1
0.6428592626429328,PA,duck,H5N1
0.6471242173779348,PB1,duck,H5N1
0.6315121020531909,PB2,duck,H5N1
0.6335042013537928,NA,duck,H5N1
0.6811419988693622,NP,duck,H5N1
0.6185409672146419,HA,duck,H5N1
0.6415625778574182,PA,duck,H5N1
0.6367537878417799,PB1,duck,H5N1
0.6339200899408195,PB2,duck,H5N1
0.6321683864681541,NA,duck,H5N1
0.6737127208810888,NP,duck,H5N1
0.6191184838426993,HA,duck,H5N1
0.6420709504608668,PA,duck,H5N1
0.6228953152502464,PB1,duck,H5N1
0.6178892895513992,PB2,duck,H5N1
0.634026326957947,NA,duck,H5N1
0.6770180382854482,NP,duck,H5N1
0.6208163200903044,HA,duck,H5N1
0.64254155369665,PA,duck,H5N1
0.6253966572399996,PB1,duck,H5N1
0.6174145397711136,PB2,duck,H5N1
0.6321170052133411,NA,duck,H5N1
0.6745987251852646,NP,duck,H5N1
0.628017628748064,HA,duck,H5N1
0.6483862112134678,PA,duck,H5N1
0.6308722360900848,PB1,duck,H5N1
0.6288972622270014,PB2,duck,H5N1
0.6321170052133411,NA,duck,H5N1
0.6754232111176225,NP,duck,H5N1
0.628017628748064,HA,duck,H5N1
0.6467221791959882,PA,duck,H5N1
0.6304924339118514,PB1,duck,H5N1
0.6285079440507838,PB2,duck,H5N1
0.6321170052133411,NA,duck,H5N1
0.6745987251852646,NP,duck,H5N1
0.6255975306375912,HA,duck,H5N1
0.6483862112134678,PA,duck,H5N1
0.6308722360900848,PB1,duck,H5N1
0.6288972622270014,PB2,duck,H5N1
0.6316463335411867,NA,duck,H5N1
0.6899394625080351,NP,duck,H5N1
0.6252306863440494,HA,duck,H5N1
0.6441347693504214,PA,duck,H5N1
0.646405014426284,PB1,duck,H5N1
0.6321052821188097,PB2,duck,H5N1
0.6318605849823445,NA,duck,H5N1
0.6783972971206764,NP,duck,H5N1
0.6170270789434937,HA,duck,H5N1
0.6447990162038086,PA,duck,H5N1
0.6431440295020651,PB1,duck,H5N1
0.6224072621588664,PB2,duck,H5N1
0.6317673817380354,NA,duck,H5N1
0.6807484577080034,NP,duck,H5N1
0.6244941462909609,HA,duck,H5N1
0.6454409500779041,PA,duck,H5N1
0.6475139436381759,PB1,duck,H5N1
0.6202703585548517,PB2,duck,H5N1
0.6349638598696506,NA,duck,H5N1
0.6818092859593532,NP,duck,H5N1
0.6212765953841142,HA,duck,H5N1
0.6430589290014372,PA,duck,H5N1
0.6347539948504944,PB1,duck,H5N1
0.6335861999786949,PB2,duck,H5N1
0.6349638598696506,NA,duck,H5N1
0.6818092859593532,NP,duck,H5N1
0.6212765953841142,HA,duck,H5N1
0.6430589290014372,PA,duck,H5N1
0.6347539948504944,PB1,duck,H5N1
0.6335861999786949,PB2,duck,H5N1
0.6340097904700277,NA,duck,H5N1
0.6818682313166422,NP,duck,H5N1
0.6212765953841142,HA,duck,H5N1
0.6414144341039574,PA,duck,H5N1
0.6354905694043791,PB1,duck,H5N1
0.6334723999133823,PB2,duck,H5N1
0.6322609664870641,NA,duck,H5N1
0.6760846846960018,NP,duck,H5N1
0.6241578858777576,HA,duck,H5N1
0.6453881669109135,PA,duck,H5N1
0.6283700396776207,PB1,duck,H5N1
0.6311728797206358,PB2,duck,H5N1
0.6332531263500669,NA,duck,H5N1
0.6808794220040577,NP,duck,H5N1
0.6221770865829617,HA,duck,H5N1
0.64519384787514,PA,duck,H5N1
0.6309618859920497,PB1,duck,H5N1
0.6306721054312991,PB2,duck,H5N1
0.6359389430326808,NA,duck,H5N1
0.6778453166020233,NP,duck,H5N1
0.6219755308537962,HA,duck,H5N1
0.6426152302450331,PA,duck,H5N1
0.6408314872463228,PB1,duck,H5N1
0.6249646102649332,PB2,duck,H5N1
0.6359389430326808,NA,duck,H5N1
0.6784661037636396,NP,duck,H5N1
0.6219755308537962,HA,duck,H5N1
0.6426152302450331,PA,duck,H5N1
0.6404456893290691,PB1,duck,H5N1
0.6249646102649332,PB2,duck,H5N1
0.6359389430326808,NA,duck,H5N1
0.6778453166020233,NP,duck,H5N1
0.6219755308537962,HA,duck,H5N1
0.6426152302450331,PA,duck,H5N1
0.6408314872463228,PB1,duck,H5N1
0.6249646102649332,PB2,duck,H5N1
0.6296699966283079,NA,duck,H5N1
0.6818067766492203,NP,duck,H5N1
0.6221203660600607,HA,duck,H5N1
0.645552883705268,PA,duck,H5N1
0.6465899280655492,PB1,duck,H5N1
0.6303175006617222,PB2,duck,H5N1
0.6339884304839477,NA,duck,H5N1
0.6759993537201026,NP,duck,H5N1
0.6186886150638851,HA,duck,H5N1
0.643207760439083,PA,duck,H5N1
0.6393693836215667,PB1,duck,H5N1
0.6201693767337785,PB2,duck,H5N1
0.6312997095565197,NA,duck,H5N1
0.6895761219973702,NP,duck,H5N1
0.6222401083995797,HA,duck,H5N1
0.6458593224112762,PA,duck,H5N1
0.6480359496710615,PB1,duck,H5N1
0.6341521133263917,PB2,duck,H5N1
0.6310208996385142,NA,duck,H5N1
0.6785954798391621,NP,duck,H5N1
0.6232037734159144,HA,duck,H5N1
0.6465717589140692,PA,duck,H5N1
0.6308448896528565,PB1,duck,H5N1
0.6305685450826731,PB2,duck,H5N1
0.6310208996385142,NA,duck,H5N1
0.6785954798391621,NP,duck,H5N1
0.6232037734159144,HA,duck,H5N1
0.6465717589140692,PA,duck,H5N1
0.6308448896528565,PB1,duck,H5N1
0.6305685450826731,PB2,duck,H5N1
0.6310208996385142,NA,duck,H5N1
0.6785954798391621,NP,duck,H5N1
0.6232037734159144,HA,duck,H5N1
0.6465717589140692,PA,duck,H5N1
0.6308448896528565,PB1,duck,H5N1
0.6305685450826731,PB2,duck,H5N1
